prod_name,prc_before_dsc,prc_after_dsc,dsc_percentage,prod_review
Defacto Regular Fit Poplin Plaid Long Sleeve Tunic,EGP 999.00,EGP 756.00,24%,
Eva Sun & Sea Shimmer Tanning Oil SPF +15 (200 Ml),EGP 353.00,EGP 254.00,28%,4.4 out of 5
Eva Optimum Care Recipe Hydrating Blend Conditioner - Berries Scent 350ml,EGP 147.00,EGP 108.00,27%,4 out of 5
Testa Toro S1 Men's Elegant And Comfortable Sporty Shoes,EGP 659.00,EGP 469.00,29%,4.9 out of 5
Infinity Purifying Facial Scrub Menthol Crystal 150 gm,EGP 290.00,EGP 212.00,27%,4.2 out of 5
Defacto Sergio Regular Fit Regular Waist Straight Leg Jeans,"EGP 1,299.00","EGP 1,104.00",15%,4.7 out of 5
Defacto Baby Girl Newborn Rainbow Printed Cotton Jumpsuit,EGP 599.00,EGP 449.00,25%,5 out of 5
ADIDAS ADIDAS CAMO WOVEN GRAPHIC T-SHIRT-BLACK,"EGP 1,999.00","EGP 1,198.00",40%,4 out of 5
Infinity Gentle Cleansing Gel with Chamomile Extract 200ml,EGP 310.00,EGP 228.00,26%,4.5 out of 5
Carina Microfiber Wireless Bra - Fuchsia,EGP 195.00,EGP 136.00,30%,4.6 out of 5
Decathlon Nh100 Backpack - 10 L - Purple,,EGP 579.00,,4.6 out of 5
Reebok Identity Small 1/1 Pant - Black,"EGP 3,329.00","EGP 1,617.00",51%,4.3 out of 5
Maybelline Lasting Fix Make-Up Matte Setting Spray - 100ml,EGP 675.00,EGP 499.00,26%,4.5 out of 5
L'Oreal Paris eal Paris Ambition Hyaluron Plump Ambition Lip Oil – Nude Macaron 650,EGP 680.00,EGP 459.00,33%,3 out of 5
Defacto Standard Fit Crew Neck Knitwear Pullover,EGP 599.00,EGP 509.00,15%,2.5 out of 5
Bobai Sunscreen Lotion for Kids SPF30 200 ml,EGP 280.00,EGP 205.00,27%,3.3 out of 5
Eva Eva Skin Care Senses Hand Scrub In The Clouds 50 Ml,EGP 83.00,EGP 60.00,28%,5 out of 5
Carina Woman Med. Beige Microfiber Sports Short Leggings,EGP 315.00,EGP 238.00,24%,4.8 out of 5
Superkids Roll On Pineapple Scent 30 ml,EGP 85.00,EGP 62.00,27%,4.3 out of 5
Sanita Thermal Oven Bags - Medium Size 25*38cm,EGP 56.00,EGP 39.00,30%,4.6 out of 5
Carina Pack Of 3 Colored Bikini Panties - Comfortable Everyday Underwear,EGP 315.00,EGP 182.00,42%,4.5 out of 5
Rivoli Shower Gel White - 500 Ml,EGP 91.00,EGP 62.00,32%,4.5 out of 5
Defacto Fall in Love Regular Fit Cotton Undershirt,EGP 299.00,EGP 254.00,15%,5 out of 5
Cybele Gel Gliding Brow Liner - No. 01 Dark Brown,EGP 280.00,EGP 199.00,29%,4.1 out of 5
Avuva Sweet Honey 100g - Natural Hair Removal Solution,EGP 35.50,EGP 23.00,35%,4.3 out of 5
Zik Air Freshener - Black Ice - 460ml,EGP 65.00,EGP 49.00,25%,4.3 out of 5
ADIDAS Climacool One Rep At A Time Training Graphic T-Shirt Training T-Shirts - Pink,"EGP 2,399.00","EGP 1,421.00",41%,5 out of 5
ADIDAS Courtblock Shoes,"EGP 4,199.00","EGP 2,366.00",44%,1 out of 5
Vebix Deodrant Cream Classic - 25 Ml,EGP 96.00,EGP 67.00,30%,4.4 out of 5
American Eagle High-Waisted Paperbag Pull-On Pant,"EGP 3,800.00","EGP 1,100.00",71%,
ADIDAS DBF14 Adilette Aqua K Swim Sandals/Slippers - Core Black,"EGP 1,599.00",EGP 990.00,38%,5 out of 5
Frida Dishes 600 ml Lemon,EGP 60.00,EGP 36.00,40%,4.3 out of 5
Testa Toro Q4 Luxury Casual Shoe for Everyday Wear,EGP 712.00,EGP 689.00,3%,4.1 out of 5
Renol General Disinfectant – 250 ml,EGP 50.00,EGP 29.00,42%,4 out of 5
Carina Off White Viscose High Neck Sleeveless Top,EGP 335.00,EGP 255.00,24%,4.6 out of 5
underpad X-large 30 pads,EGP 670.00,EGP 469.00,30%,4.4 out of 5
Defacto Regular Fit Dik Yaka Uzun Kollu Gömlek,,EGP 799.00,,5 out of 5
Care & More Soft Cream Glycerin & Strawberry - 125 Ml,EGP 119.00,EGP 83.50,30%,4.4 out of 5
Defacto Girl Crop Short Sleeve Blouse,EGP 699.00,EGP 458.00,34%,5 out of 5
American Eagle AE Everyday Luxe Relaxed T-Shirt,"EGP 1,800.00",EGP 400.00,78%,
Trendyol White Oversize Fit Summer Short Sleeve Linen Look Shirt,"EGP 2,029.00",EGP 634.00,69%,
Cybele Exotic Lipstick - 14,EGP 200.00,EGP 144.00,28%,3.3 out of 5
Luna Oxygen Cream - 9% - Vol.30,EGP 25.00,EGP 19.00,24%,4.3 out of 5
ADIDAS IDAS Grand Court 2.0 Shoes,"EGP 5,999.00","EGP 3,291.00",45%,4.6 out of 5
American Eagle AE High-Waisted Stovepipe Crop Pant,"EGP 4,300.00","EGP 1,100.00",74%,4.8 out of 5
Carina  Cookies Bralette,EGP 175.00,EGP 126.00,28%,3.4 out of 5
ADIDAS IDAS Essentials Big Logo Cotton Leggings,"EGP 1,999.00","EGP 1,201.00",40%,5 out of 5
Bobai Thermal Water 120 ml,EGP 250.00,EGP 185.00,26%,4.7 out of 5
Dosh Shower Gel White - 1L,EGP 134.00,EGP 89.00,34%,4.5 out of 5
Trendyol Trendyol Red Tie Detail Regular Regular Pattern Woven Shirt TWOAW25GO00067,"EGP 2,029.00",EGP 506.00,75%,5 out of 5
CLOROX 5x1 Disinfecting Household Cleaner Lemon 3L,EGP 175.00,EGP 154.00,12%,4 out of 5
Rivoli Aud Shower Gel?- 1 Liter,EGP 163.00,EGP 112.00,31%,4.5 out of 5
Testa Toro X13 Luxury Shoe - Crafted with Formula Leather and Double-faced Tanned Leather,EGP 608.00,EGP 519.00,15%,4.2 out of 5
Eva Skin Care Natural Glow Lightening Cream for Sensitive Areas 50 gm,EGP 94.00,EGP 75.00,20%,4.1 out of 5
Luna Super lasting Lipstick 7/11 No L90,EGP 195.00,EGP 95.00,51%,3.7 out of 5
ADIDAS IDAS Men Golf Culture Graphic T-Shirt -Green,"EGP 2,599.00","EGP 1,522.00",41%,5 out of 5
In Your Shoe City Limits Printed Oversized Tee,"EGP 1,499.00",EGP 521.00,65%,
Sherosa Sherosa Shampoo Keratin 350 Ml,EGP 81.00,EGP 58.50,28%,3.8 out of 5
Renol Hand Soap - Musk - 500 gm,EGP 65.00,EGP 35.00,46%,4 out of 5
Toshiba AW-DUK1300KUPEG(SK) - Washing Machine TL 13KG  UFB - Great Waves - DDM (Silver),"EGP 20,399.00","EGP 17,299.00",15%,5 out of 5
Rapido Octane Booster and Petrol Treatment - 300ml,EGP 193.00,EGP 96.00,50%,4.5 out of 5
Defacto Standard Fit Polo Collar Knitwear Pullover,"EGP 1,499.00","EGP 1,061.00",29%,5 out of 5
American Eagle AE Long-Sleeve Button-Up Shirt,"EGP 3,300.00","EGP 1,200.00",64%,4.8 out of 5
Renol Hand Soap - Arabian perfume - 500gm,EGP 65.00,EGP 35.00,46%,4.2 out of 5
Freshdays Daily Comfort Scented Perfect Fit PantyLiners - 24 Pads,EGP 123.00,EGP 86.00,30%,4.6 out of 5
Argento Toner Argento Clear 200 Ml,EGP 259.00,EGP 137.00,47%,4.1 out of 5
Defacto Baby Boy Regular Fit Crew Neck Waffle T-Shirt,EGP 449.00,EGP 305.00,32%,
Defacto Culotte High Waist Straight Leg Jeans,"EGP 1,499.00","EGP 1,274.00",15%,5 out of 5
ADIDAS IDAS Run 70S 2.0 Shoes,"EGP 4,999.00","EGP 2,769.00",45%,4.1 out of 5
Defacto Sergio Regular Fit Regular Waist Straight Leg Jeans,"EGP 1,299.00","EGP 1,104.00",15%,4.5 out of 5
Care & More Facial Wash for Oily Skin with Aloe Vera 150 ml,EGP 96.00,EGP 54.00,44%,3.7 out of 5
Cybele Exotic Lipstick - 12,EGP 200.00,EGP 139.00,31%,4.3 out of 5
Decathlon RUN DRY Women's Running T-Shirt - White,EGP 509.00,EGP 349.00,31%,4 out of 5
Luna Solar Gel Nail Polish - Classic Chic no.1027 - 10 Ml,EGP 105.00,EGP 45.00,57%,4.1 out of 5
Bigen Bigen Hair Color - No.37,EGP 125.00,EGP 89.00,29%,5 out of 5
Eva Skin Care Evasiline Hand Scrub 50 Ml,EGP 83.00,EGP 60.00,28%,4.1 out of 5
Testa Toro Q4 Luxury Casual Shoe for Everyday Wear,EGP 712.00,EGP 689.00,3%,4.1 out of 5
Defacto %100 Pamuk Slım Fıt Fıtilli Kaşkorse Tişört,EGP 499.00,EGP 427.00,14%,
Defacto Leggings,EGP 599.00,EGP 501.00,16%,5 out of 5
Lazord Granite Frying Pan Size 22 Cm Black,EGP 374.00,EGP 304.00,19%,3.9 out of 5
Defacto Slim Fit Basic Camisole Round Collar Tank Top,EGP 399.00,EGP 299.00,25%,4 out of 5
Defacto cto Boys Oversize Fit Knitted Short Sleeve T-Shirt,EGP 699.00,EGP 280.00,60%,4.5 out of 5
American Eagle Super Soft Icon V-Neck T-Shirt.,"EGP 1,600.00",EGP 420.00,74%,4.5 out of 5
ADIDAS Barreda Decode Shoes Kids,"EGP 3,799.00","EGP 2,140.00",44%,4.5 out of 5
American Eagle AE Branded Graphic T-Shirt,"EGP 1,950.00",EGP 800.00,59%,
ADIDAS Hoops 4.0 Shoes,"EGP 4,999.00","EGP 2,768.00",45%,5 out of 5
"Testa Toro M2 Men’s Retro Lock Sneaker – Ventilated Synthetic Upper, Cushioned Comfort, Low Profile Design",EGP 699.00,EGP 629.00,10%,4.4 out of 5
"NIVEA MEN Shaving Gel with Fresh & Cool Mint Extracts, 200ml",EGP 300.00,EGP 259.00,14%,4.5 out of 5
Eva Eva Advanced Care Clinic Forever Long Lengthening Shampoo For Damaged Hair 230 Ml,EGP 177.00,EGP 140.50,21%,3.7 out of 5
Clary Hair Mist 200 ml,EGP 200.00,EGP 149.00,26%,3.9 out of 5
Eva Skin Care Moisturizing Shower Cream Enriched With Milk Proteins Passion 250 Ml,EGP 118.00,EGP 85.00,28%,4.5 out of 5
ADIDAS IDAS Ultrarun 5 W Running Shoes,"EGP 6,999.00","EGP 3,812.00",46%,5 out of 5
Avuva Pomegranate Body Bundle – 253ml – 2 PCs,EGP 343.00,EGP 218.00,36%,4 out of 5
"Sunsilk Collagen Blends sulfate free Super Conditioner, Out with Damage, with Collagen & Niacinamide, for hair nourishment & repair, 170ml",EGP 170.00,EGP 95.00,44%,4.4 out of 5
ADIDAS Modern Essentials Graphic T-Shirt,"EGP 2,199.00","EGP 1,312.00",40%,
HOHO Wall Fan 18 Inches HW1801,"EGP 1,250.00",EGP 899.00,28%,3.9 out of 5
CLOROX Clorox Liquid Bleach 3.79L,EGP 96.00,EGP 88.00,8%,4.6 out of 5
ADIDAS Response Runner Shoes  JR8058,"EGP 2,999.00","EGP 2,399.20",20%,4.7 out of 5
Trendyol Blue Regular Fit Jeans Denim Trousers TMNAW22JE0059,"EGP 2,799.00",EGP 700.00,75%,
"Testa Toro M2 Men’s Retro Lock Sneaker – Ventilated Synthetic Upper, Cushioned Comfort, Low Profile Design",EGP 699.00,EGP 629.00,10%,3.9 out of 5
Eva Skin Care Heel Cream Tropical 60 Ml,EGP 83.00,EGP 59.00,29%,4.3 out of 5
Defacto Woman Basic 3 piece Cotton Babet Socks,EGP 199.00,EGP 130.00,35%,
Decathlon Men's Fitness Jogging Bottoms 100 - Black,,EGP 819.00,,4.4 out of 5
Eva Skin Care Cream With Yoghurt And Cucumber For Oily Skin 170 Gm,EGP 71.00,EGP 54.00,24%,4 out of 5
Sanita Garbage Bags 70x60 - 35 Bags,EGP 155.00,EGP 105.00,32%,4 out of 5
Frida Oriental Liquid Hand Wash - 520 gm,EGP 78.00,EGP 50.00,36%,4.5 out of 5
Maxell Waves Spray AirFreshener - Anti-Tobacco - 475ml,EGP 104.00,EGP 70.00,33%,4.3 out of 5
Carina Woman White Viscose High Neck Long Sleeves Top,EGP 435.00,EGP 340.00,22%,4.3 out of 5
CLOROX Multipurpose Cleaner 1L,EGP 40.00,EGP 35.00,13%,4.4 out of 5
Kiddy Small Baby Diapers 2 - 64 Pcs,EGP 427.00,EGP 260.50,39%,4.1 out of 5
Kamill Sensitive Skin Moisturizing Cream – 50 ml,EGP 51.00,EGP 36.00,29%,3.9 out of 5
Decathlon Kids' Football Shorts Essential - Black,,EGP 399.00,,4.1 out of 5
Carina Woman Black Cotton Thin Strap Top,EGP 285.00,EGP 213.00,25%,4.1 out of 5
Avuva Floral Cold Wax Hair Removal – 228gm,EGP 121.50,EGP 77.00,37%,4.6 out of 5
Aloe Eva Hair Styling Cream with Aloe Vera 45gm,EGP 41.00,EGP 33.00,20%,3.7 out of 5
American Eagle 24/7 Good Vibes Cargo Jogger,"EGP 4,000.00","EGP 1,200.00",70%,4.7 out of 5
Eva Skin Care Cream with Honey for Normal Skin 50g,EGP 36.00,EGP 26.00,28%,4.4 out of 5
Defacto Straight Fit Regular Hem Trousers,"EGP 1,699.00","EGP 1,049.00",38%,5 out of 5
Trendyol Navy Blue Oversize Wide Fit Woven Shirt TWOAW24GO00054,"EGP 1,979.00",EGP 494.00 - EGP 617.00,75%,5 out of 5
Carina Women's Medium Beige Cotton Round Neck Basic T-Shirt,EGP 385.00,EGP 298.00,23%,4.3 out of 5
ADIDAS ADIDAS Men Predator History Graphic T-Shirt -Black,"EGP 2,399.00","EGP 1,408.00",41%,5 out of 5
Btc  20g Silver Ingot- Egypt in All Language,,"EGP 3,555.00",,4.5 out of 5
Cybele Matic Eyeliner Pencil - No. 02 Grey,EGP 250.00,EGP 174.00,30%,4.1 out of 5
Lapis Granite Suate Pan With Glass Lid Size 26 Cm Black,EGP 977.00,EGP 795.00,19%,4.8 out of 5
Nike Jordan 1 Mid Se Sneakers – Men’s High-Top Athletic Footwear,"EGP 15,229.00","EGP 6,846.00",55%,4.2 out of 5
Trendyol Black Strapless Collar Detailed Woven Blouse,"EGP 1,889.00",EGP 471.00,75%,3 out of 5
Defacto Modern Fit Shirt,EGP 799.00,EGP 684.00,14%,4 out of 5
LC Waikiki Waikiki High Waist Slim Fit Straight Gabardine Women's Trousers,EGP 650.00,EGP 313.00,52%,4.6 out of 5
Defacto Regular Fit Hooded Zippered Fleece Lined Waterproof Jacket,"EGP 2,999.00","EGP 1,888.00",37%,5 out of 5
Avuva Passion Fruit Body Butter – 192 ML,EGP 243.00,EGP 155.00,36%,4.4 out of 5
American Eagle Poolside Tropical Button-Up Shirt,"EGP 3,300.00",EGP 700.00,79%,4.8 out of 5
Divatoll Disinfectant Liquid Cleaner Spray – Apple Scent – 700ml,EGP 146.00,EGP 72.00,51%,4.7 out of 5
Defacto Boxy Fit Crew Neck Textured Short Sleeve T-Shirt,EGP 799.00,EGP 509.00,36%,
Sanita Premium Cling Film Paper Food Wraps - 30m * 30cm,EGP 93.00,EGP 56.00,40%,4.3 out of 5
ADIDAS IDAS Vl Court 3.0 Shoes,"EGP 5,999.00","EGP 3,198.00",47%,
Carina Cookies Brief Seamless Panty,EGP 215.00,EGP 162.00,25%,5 out of 5
White Flexi Sterilized Tissues - 400 Tissues Medium - 3 Ply - Pack Of 3,EGP 121.50,EGP 79.50,35%,4.3 out of 5
Molped Molped Total Protection Maxi Thick Pads - 18 Pads + 6 Free - Long,EGP 129.00,EGP 87.00,33%,4.2 out of 5
Defacto A Cut Shirt Collar Poplin Batwing Dress,EGP 999.00,EGP 856.00,14%,1 out of 5
Carina Woman White Viscose High Neck Sleeveless Top,EGP 335.00,EGP 255.00,24%,3.8 out of 5
Sherosa Shampoo Silk Protein 350 Ml,EGP 81.00,EGP 58.50,28%,4.1 out of 5
Defacto Women 3 Pack Cotton Booties Socks,EGP 249.00,EGP 213.00,14%,4 out of 5
American Eagle Next Level Low-Rise Kick Bootcut Jean,"EGP 4,000.00","EGP 1,500.00",63%,5 out of 5
Reebok Lite Plus 4 Sneakers - Beige,"EGP 7,359.00","EGP 3,386.00",54%,5 out of 5
Carina Pack Of 5 Colored Full Brief Panties,EGP 585.00,EGP 413.00,29%,5 out of 5
Private Super Maxi Pocket Feminine Pad - 9 Pads,EGP 52.00,EGP 32.00,38%,4.3 out of 5
Velveta Oxygen Power Gel 1.5kg - Effective Laundry Detergent Gel for Stains,EGP 235.00,EGP 157.00,33%,4.2 out of 5
American Eagle Denim X Kick Bootcut Pant,"EGP 3,300.00",EGP 990.00,70%,4.8 out of 5
TOP CHEF Oven Tray Size 30 Black,EGP 999.00,EGP 850.00,15%,
Defacto Slim Fit Camisole U Collar Tank Top,EGP 399.00,EGP 254.00,36%,3.7 out of 5
Defacto Regular Fit Crew Neck Short Sleeve T-Shirt,EGP 399.00,EGP 324.00,19%,4 out of 5
Maxell Floor Cleaner - Green Valleys Scent - 1 Liter,EGP 101.00,EGP 50.00,50%,4.2 out of 5
Starville Stick Light Pink 60 ML,EGP 350.00,EGP 229.00,35%,3.5 out of 5
Sanita Scented Lemon Trash Bags - 65x50 - 25 Bags,EGP 99.00,EGP 69.00,30%,4.3 out of 5
Romance 80 Sheet Kitchen Towel (6+2) Rolls,EGP 124.00,EGP 87.00,30%,4.1 out of 5
Luna Lip Liner Pencil No.34 - Define Your Lips with Precision,EGP 145.00,EGP 69.00,52%,4 out of 5
ADIDAS Vl Court 3.0 Shoes Sportswear Shoes - Green,"EGP 4,999.00","EGP 2,641.00 - EGP 2,648.00",47%,5 out of 5
Luna Extreme HD Foundation No 74,EGP 209.00,EGP 89.00,57%,3.7 out of 5
Toshiba Refrigerator 338L GR-RT468WE-PMN(57) Origin Inverter - Silver,"EGP 23,799.00","EGP 19,986.00",16%,
Defacto Regular Hem Chino Pants,"EGP 1,299.00",EGP 849.00,35%,4.3 out of 5
Kiriazi 8900 Stainless Steel Gas Cooker - 5 Burners,"EGP 16,800.00","EGP 15,205.00",9%,4.7 out of 5
Cybele Desire Lipstick Pencil - No. 05 Cranberry,EGP 250.00,EGP 155.00,38%,4.6 out of 5
ADIDAS VL Court 3.0 Skateboarding Shoes Kids,"EGP 3,399.00","EGP 1,945.00",43%,
Desert Unisex Kids Casual Sneakers - Velcro Closure,EGP 649.00,EGP 269.00,59%,4 out of 5
ADIDAS IF1406 Deportivo III Flexible Ground Boots Soccer Shoes - Black,"EGP 2,699.00","EGP 1,268.00 - EGP 1,280.00",53%,4.8 out of 5
Bigen Bigen Hair Color - No.59,EGP 125.00,EGP 89.00,29%,4.3 out of 5
Defacto Sergio Regular Fit Regular Waist Straight Leg Jeans,"EGP 1,299.00",EGP 999.00,23%,4.5 out of 5
ADIDAS IDAS Core Allover Print Polo Shirt,"EGP 3,599.00","EGP 2,027.00",44%,5 out of 5
ADIDAS ADIDAS Train Essentials Training Feelready 7/8 Pants,"EGP 3,599.00","EGP 2,020.00",44%,
"NIVEA MEN MEN Face, Body & Hands Cream Moisturising, Tin 75ml",EGP 200.00,EGP 169.50,15%,4.4 out of 5
American Eagle Bestie Long-Sleeve Button-Up Shirt,"EGP 3,300.00","EGP 1,200.00",64%,5 out of 5
Carina Pack Of 3 Girly Brief Panties,EGP 295.00,EGP 169.00,43%,5 out of 5
Reebok Glide Ripple Shoes - Black,"EGP 8,559.00","EGP 3,909.00 - EGP 3,910.00",54%,3.8 out of 5
Defacto Ribbed 3 Piece Panties,EGP 399.00,EGP 341.00,15%,5 out of 5
Defacto Regular Fit Hooded Zipper Puffer Vest,"EGP 2,499.00","EGP 2,124.00",15%,
Vebix Aspire Deodorant Roll-On – 50ml,EGP 66.00,EGP 46.00,30%,4.1 out of 5
Velveta Automatic Oxi Laundry Detergent Gel – 500ml,EGP 83.00,EGP 46.00,45%,4 out of 5
Carina Woman White Microfiber Strapless Tube Top,EGP 235.00,EGP 170.00,28%,4.4 out of 5
American Eagle Super Soft Icon Graphic Crew Neck,"EGP 3,800.00","EGP 1,140.00",70%,4.3 out of 5
Eva Smokers Cleansing Tooth Powder with Miswak - 40 gm,EGP 59.00,EGP 43.00,27%,3.9 out of 5
American Eagle AE Sunchaser Knit High-Waisted Pant,"EGP 3,800.00",EGP 800.00,79%,5 out of 5
Luna Nail Polish Lacquer From Luna 10ml - No. 632,EGP 80.00,EGP 39.00,51%,4.5 out of 5
Private Maxi CLASSIC Pads - 9 Pcs,EGP 46.00,EGP 32.00,30%,4.1 out of 5
Defacto Standard Fit Crew Neck Knitwear Pullover,EGP 999.00,EGP 721.00,28%,5 out of 5
ADIDAS ADIDAS CAMO WOVEN GRAPHIC T-SHIRT-OLISTR,"EGP 1,999.00","EGP 1,199.00",40%,5 out of 5
Defacto Boxy Fit Crew Neck Short Sleeve T-Shirt,EGP 799.00,EGP 674.00,16%,
Carina Microfiber Wireless Bra - White,EGP 195.00,EGP 136.00,30%,4.3 out of 5
Avuva Passion Fruit Cold Wax Hair Removal – 228gm,EGP 121.50,EGP 90.00,26%,3.9 out of 5
Zik Air Freshener 460 ml - Musk,EGP 65.00,EGP 39.00,40%,3.4 out of 5
Avuva Shower Gel Cherry Blossom 253 ML,EGP 157.00,EGP 100.00,36%,4.1 out of 5
Cybele Highlighter Powder 01,EGP 280.00,EGP 199.00,29%,4.8 out of 5
American Eagle Stretch High-Waisted Stovepipe Pant,"EGP 3,800.00","EGP 1,500.00",61%,5 out of 5
Defacto Regular Fit Crew Neck T-Shirt,EGP 599.00,EGP 381.00,36%,
Clorel 2x1 Lavender Scented Bleach - 4kg,EGP 120.00,EGP 80.00,33%,4.5 out of 5
ADIDAS IDAS Own The Run Shorts Running Shorts - Black,"EGP 2,199.00","EGP 1,315.00",40%,
American Eagle Pique Polo Shirt,"EGP 2,400.00","EGP 1,680.00",30%,3.7 out of 5
ADIDAS IDAS HOOPS 3.0 BOLD SHOES-FTWWHT/CBLACK/CBLACK,"EGP 5,999.00","EGP 3,210.00",46%,
Reebok Energen Tech Shoes-Low - Multi Color,"EGP 7,059.00","EGP 3,257.00",54%,4.8 out of 5
American Eagle AE Stretch Barrel Jean,"EGP 4,300.00","EGP 1,500.00 - EGP 2,150.00",65%,5 out of 5
Defacto Super Skinny Hem Gabardine Chino Pants,EGP 999.00,EGP 722.00,28%,5 out of 5
Carina Elasticated Detachable Sleeves - Versatile Hijabi Accessory,EGP 135.00,EGP 85.00,37%,4.6 out of 5
Divatoll Disinfectant Liquid Cleaner Spray – Pine Scent – 700ml,EGP 146.00,EGP 72.00,51%,4.7 out of 5
L'Oreal Paris eal Paris Brilliant Signature Plump in Gloss Shine Plumping & Hydrating Lips - 406 Amplify,EGP 725.00,EGP 489.00,33%,4.3 out of 5
Testa Toro Q1 Luxury Casual Shoe - Fresh Design Concept,EGP 850.00,EGP 689.00,19%,3.4 out of 5
Trendyol Camel Front Zipper Detailed Regular Fit Shirt,"EGP 1,969.00",EGP 492.00,75%,
Decathlon Microfibre Pool Towel Size XL 110 x 175 cm - Pink,"EGP 1,159.00",EGP 829.00,28%,5 out of 5
Nike W Revolution 7 Womens Footwear,"EGP 7,409.00","EGP 3,397.00 - EGP 3,416.00",54%,5 out of 5
Rapido Rapido Car Screen Cleaner - 300ml,EGP 56.00,EGP 33.00,41%,4 out of 5
Starville Acne Prone Skin Lotion 230 ml,EGP 325.00,EGP 210.00,35%,4.8 out of 5
Carina Woman Black Cotton Short Legging - Comfortable Everyday Wear,EGP 295.00,EGP 221.00,25%,4.7 out of 5
Grouhy 32 Inch HD Smart LED TV Frameless With Built-in Receiver - GLD32SDV2.,"EGP 7,899.00","EGP 5,999.00",24%,4 out of 5
Desert Women's Fashion Sneakers – Stylish Basic Design,EGP 679.00,EGP 289.00,57%,4.3 out of 5
ADIDAS ESSENTIALS SMALL LOGO COTTON T-SHIRT-WONALU/WHITE,"EGP 1,599.00",EGP 987.00,38%,4 out of 5
ADIDAS IDAS 3-Stripes Polo Shirt,"EGP 3,599.00","EGP 2,026.00",44%,5 out of 5
American Eagle Puff Sleeve Smocked Jumpsuit,"EGP 4,000.00","EGP 1,200.00",70%,
Defacto Jogger Regular Hem Trousers,"EGP 1,299.00",EGP 849.00,35%,
Defacto Loose Fit Knitwear Tunic,"EGP 1,299.00","EGP 1,104.00",15%,5 out of 5
Defacto Girl Standard Fit Basic Elastic Waist Jogger Sweatpants,EGP 599.00,EGP 424.00,29%,
Samsung Galaxy A56 Dual SIM 5G 128GB/8GB 6.7 inches Mobile phone - Black,"EGP 22,860.00","EGP 20,780.00",9%,5 out of 5
ADIDAS Cloudfoam Move Sock Shoes,"EGP 3,999.00","EGP 2,225.00",44%,3.8 out of 5
Heriott Cream for Acne Prone Skin - 2 Pcs - 50 Gm,EGP 260.00,EGP 187.20,28%,4.1 out of 5
Olaian Women's Flip-flops 120,,EGP 489.00,,4.8 out of 5
Fridal Peach Multipurpose Liquid Freshener - 250g,EGP 35.50,EGP 25.00,30%,4.1 out of 5
Skechers Summits Sneakers - Black/Lt.Blue,"EGP 7,429.00","EGP 3,417.00",54%,5 out of 5
Infinity Hand Cream Sweet Almond Oil 150 gm,EGP 220.00,EGP 162.00,26%,4.5 out of 5
Carina  Cookies Push-Up Shorts,EGP 325.00,EGP 261.00,20%,
Infinity Naturals Body Lotion Strawberry Extract - 250 ml,EGP 320.00,EGP 202.00,37%,4.2 out of 5
American Eagle High-Waisted Wide-Leg Gauze Pant,"EGP 3,800.00","EGP 1,100.00",71%,5 out of 5
American Eagle Super Soft Icon V-Neck T-Shirt.,"EGP 1,600.00",EGP 420.00,74%,4.5 out of 5
Carina (Cookies) High Neck Sleeveless Bodysuit,EGP 325.00,EGP 261.00,20%,4.7 out of 5
"Eva Eva Eva Advanced Care Clinic Kids’ Curls Curl Styling Custard For Wavy, Curly, And Coily Hair 230 Ml",EGP 177.00,EGP 129.00,27%,3.1 out of 5
Decathlon Xbase 100 Adult Swimming Goggles with Clear Lenses - Black,,EGP 419.00,,4.3 out of 5
Beyond Women of Earth Body Splash 250ML,EGP 250.00,EGP 159.00,36%,3.9 out of 5
White White Compressed Toilet Rolls - 2 Roll - 3 Ply,EGP 42.00,EGP 31.00,26%,4 out of 5
Desert Fashion Sneakers From Leather For Women,EGP 609.00,EGP 259.00,57%,4.2 out of 5
ADIDAS IDAS Advantage 2.0 Shoes Sportswear Shoes - White,"EGP 3,599.00","EGP 2,026.00",44%,4.3 out of 5
Trendyol Stone Pocket Detailed Short Sleeve Regular Fit Woven Shirt TWOSS22GO0654,"EGP 2,299.00",EGP 573.00 - EGP 717.00,75%,
White Duplex Tissues - 200 Tissues - 2 Ply,EGP 30.00,EGP 22.00,27%,4.5 out of 5
Luna 3D Blusher  - 4.5 Gm  - No 510,,EGP 210.00,,3.4 out of 5
ADIDAS Train Essentials Feelready Novelty T-Shirt,"EGP 1,999.00","EGP 1,199.00",40%,3.7 out of 5
Luna After SUN Gel 210 gm,EGP 205.00,EGP 122.00,40%,5 out of 5
American Eagle AE Puff Sleeve Smocked Jumpsuit,"EGP 4,000.00","EGP 1,200.00",70%,4.5 out of 5
Defacto Regular Fit Regular Waist Thin Bermuda Shorts,EGP 499.00,EGP 399.00,20%,5 out of 5
Defacto Booties Socks 3 Pack,EGP 199.00,EGP 169.00,15%,4.2 out of 5
American Eagle AE Everyday Luxe Relaxed T-Shirt,"EGP 1,800.00",EGP 800.00,56%,
Carina Cotton Socks - 3 Pairs,EGP 185.00,EGP 128.00,31%,5 out of 5
Maybelline Master Ink Liquid Eyeliner - 10 Charcoal Black,EGP 650.00,EGP 439.00,32%,4.2 out of 5
Defacto Flare Fit Shaping High Waist Soft Touch Sports Sweatpants,EGP 999.00,EGP 616.00,38%,
Eva Sun & Sea Face Sunscreen Tinted (SPF +50) 40 Ml,EGP 212.00,EGP 168.50,21%,4.5 out of 5
