prod_name,prc_before_dsc,prc_after_dsc,dsc_percentage,prod_review
Cybele Rich Cream Lip Stick No. 104 Nude Lips,210.0,149.0,29.0,3.3
Cybele Cozy Eyeliner Gel - No. 02 Navy Blue,240.0,169.0,30.0,4.1
Defacto Woman 3 Piece Cotton Ballerina Socks,,130.0,,
Oxi HS Spring Powder Detergent - 1500G,156.0,107.0,31.0,4.3
ADIDAS Kaptir Base Shoes,4.0,2.0,47.0,5.0
Sunsilk Collagen Blends Moisture Bomb Super Conditioner 170ml,170.0,95.0,44.0,4.0
"Toshiba Front load Washing Machine TW-T21BU95UWEG(MG), Great waves, UFB, Steam, Origin Inverter, Aroma+, WIFI, Drum clean, Anti-bacterial gasket, 8.5 KG, Morandi Grey",21.0,17.0,15.0,5.0
Defacto Regular Fit Crew Neck Pullover,599.0,424.0,29.0,4.0
Care & More Hand Cream - Secret Touch 50 ml,71.0,50.0,30.0,4.5
Frida Frida Dishes Green Lemon & Mint 2 KG,180.0,126.0,30.0,4.0
Decathlon Ultra Compact Microfibre Towel - M - 65 X 90 Cm - Gray,469.0,329.0,30.0,3.9
Defacto Boxy Fit Crew Neck Short Sleeve T-Shirt,699.0,581.0,17.0,5.0
Divasol Disinfectant Floor Cleaner – 750ml,99.0,48.0,52.0,4.5
ADIDAS adidas Initiation J Kids,4.0,2.0,47.0,5.0
American Eagle AE Linen-Blend Pull-On Pant,3.0,1.0,70.0,5.0
ADIDAS ADIDAS Train Essentials Feelready Logo Training T-Shirt Training T-Shirts - White,,1.0,,
Carina Cotton Pantacourt Legging - Comfortable and Stylish Women's Leggings,295.0,196.0,34.0,5.0
Defacto Boy Polo Neck Pique White School T-Shirt,399.0,260.0,35.0,4.9
Maxell Floor Cleaner - Grapefruit Scent - 1.8Liter,146.0,73.0,50.0,4.4
Defacto Cotton Boxy Fit Crew Neck Short Sleeve T-Shirt,999.0,541.0,46.0,4.0
Skechers Arch Comfort B Sweet Sneakers - Rose,7.0,3.0,54.0,4.1
Cybele Exotic Lipstick - 07,200.0,144.0,28.0,4.8
ADIDAS Duramo Speed 2 Running Shoes,7.0,4.0,46.0,4.1
American Eagle Stretch High-Waisted Stovepipe Cuffed Jean,4.0,1.0,65.0,4.7
Infinity Glowing Facial Mask Honey and Liquorice 200 gm,320.0,199.0,38.0,3.7
Decathlon Running Socks Run 100 3pack - Blister Protection and Comfort,,289.0,,
Eva Eva Sun & Sea Sunscreen Spray For Kids SPF +50 (200 Ml),353.0,254.0,28.0,4.4
ADIDAS IDAS Deportivo III Flexible Ground Boots Kids - core black,2.0,1.0,49.0,4.2
Luna Sparkling top coat 10 ml,110.0,55.0,50.0,4.1
Eva Sun & Sea Face Sunscreen ( SPF +50 ) 40 Ml,212.0,168.0,21.0,5.0
Renol Hand Soap Senses Arabian Oud - 500 ml,70.0,61.0,13.0,3.8
Eva Optimum Care Recipe Nourishing Blend Lotion for Normal Skin - Coconut Scent 370ml,206.0,148.0,28.0,4.1
American Eagle Super Soft Icon Graphic Crew Neck,3.0,1.0,70.0,4.2
American Eagle Boyfriend Logo Graphic T-Shirt,1.0,400.0,79.0,3.0
Nike RENEW RUN 4 RUNNING Footwears - BLACK/WHITE-ANTHRACITE,8.0,3.0,58.0,5.0
Man-zone Extra Hold Fiber Gel - 175 Ml,89.0,62.0,30.0,4.1
ADIDAS IDAS Duramo Speed 2 Running Shoes Running Shoes - White,7.0,4.0,45.0,4.5
American Eagle AE Perfect Button-Up Shirt,,990.0,,
ADIDAS LUT47 Adilette Comfort Swim Sandals/Slippers - Ftwr White,3.0,1.0,60.0,4.3
Carina Cotton Round Neck Top - Stylish and Comfortable Women's Wear,275.0,216.0,21.0,4.6
American Eagle AE Athletic Loose Cargo Jean,4.0,2.0,55.0,4.3
Velveta Fabric Softener & Freshener Gel -Happiness Scent - 1 L,128.0,70.0,45.0,4.6
ADIDAS VL Court 3.0 Shoes,,3.0,,
Testa Toro M1 Men’s Suede Sneaker with Memory Foam – Lightweight & Stylish Everyday Shoe,679.0,589.0,13.0,4.9
Decathlon KALENJI DRY MEN'S BREATHABLE RUNNING T-SHIRT - PRUSSIAN BLUE,469.0,379.0,19.0,4.6
ADIDAS IDAS Advantage 2.0 Shoes,5.0,3.0,45.0,5.0
ADIDAS Duramo Sl Shoes Kids,3.0,1.0,43.0,3.7
ADIDAS IDAS LKO04 Adilette Comfort Swim Sandals/Slippers - Shadow Navy,3.0,1.0,59.0,4.8
Defacto Girl Standard Fit Basic Elastic Waist Jogger Sweatpants,,479.0,,
White Flexi Sterilized Tissues - 400 Tissues Medium - 3 Ply,41.0,32.0,23.0,4.4
Carina Abstract Rash Guard Swimsuit - Deep Purple,1.0,600.0,42.0,4.4
ADIDAS ADIDAS IG8691 Copa Pure 2 Club Turf Boots Kids - White,2.0,1.0,54.0,4.6
ADIDAS Train Essentials Feelready Training T-Shirt,1.0,1.0,47.0,5.0
Cybele Smooth N'Wear Powder Blush - No.21 Dusty Rose,275.0,195.0,29.0,4.6
Cybele Smooth N Wear Compact Powder - No.01 Transparent,420.0,299.0,29.0,4.3
Fema Powdered Dish Detergent – Lemon Scent – 1 Kg,51.0,36.0,29.0,4.2
Man Look Man Look Shaving Cream With Aloe Vera 90 Gm ( Special Offer ),59.0,47.0,20.0,4.1
Carina (Cookies) Mid Thigh Slim Shorts,245.0,189.0,23.0,4.2
Kamena Antidandruff Original Shampoo - 150 ml,83.0,55.0,34.0,3.4
Drakon 5in1 Whitening Roll-On Deodorant - Pink Bubble - 50 ml + Sunscreen Gel Cream Dry Touch SPF50+ - 60gm,299.0,277.0,7.0,3.5
"Dosh Fresh Scented Shower Gel, Elegance Breeze - 600ml",84.0,53.0,37.0,4.4
ADIDAS Breaknet Sleek Shoes Kids,2.0,1.0,43.0,4.8
American Eagle EasyFlex Slim Jean,4.0,1.0,65.0,5.0
Defacto Relax Fit Crew Neck Pullover,599.0,424.0,29.0,4.5
Sunsilk Natural Recharge Anti-Breakage Conditioner with Honey and Almond Oil - 350 ml,155.0,115.0,26.0,4.0
Luna Professional Nail Spa - Cuticle Remover - 10 Ml,110.0,55.0,50.0,4.0
American Eagle EasyFlex Athletic Straight Jean,4.0,1.0,70.0,5.0
Defacto Baby Girl Animal Patterned Ribbed Camisole 3 Piece Set,,719.0,,
Eva Skin Clinic Acne-Prone Skin SunScreen SPF ( 50+ ) 40 Ml,200.0,146.0,27.0,4.7
ADIDAS Courtblock Shoes,4.0,2.0,45.0,4.5
Velveta Fabric Softener – Romance Scent – 2 L,229.0,132.0,42.0,4.4
ADIDAS ADIDAS Essentials Big Logo Cotton Leggings Sportswear Tights - Black,1.0,1.0,40.0,4.3
Rapido Sunrise Car Air Freshener - 275ml,61.0,34.0,44.0,4.2
In Your Shoe Digital Senses Acid Washed Oversized Tee,,573.0,,
Defacto Boy Polo Neck Basic Pique T-Shirt,,261.0,,
ADIDAS IDAS Women Courtblock Bold Shoes -White,4.0,2.0,45.0,5.0
"American Eagle AE Flex 8"" Lived-In Linen-Blend Trekker Short",,990.0,,
American Eagle AE Everyday Luxe Relaxed T-Shirt,,400.0,,
Defacto Sergio Regular Fit Normal Waist Straight Leg Jeans,1.0,1.0,19.0,4.8
Defacto Boxy Fit Crew Neck Animal Print Short Sleeve T-Shirt,999.0,631.0,37.0,5.0
American Eagle Puff Sleeve Smocked Jumpsuit,4.0,1.0,70.0,5.0
Defacto Ribbed 3 Piece Panties,,341.0,,
Carina Invisible Cotton Socks - 3 Pairs,175.0,119.0,32.0,4.6
White Flexi Baby Lotion  240 Tissues,38.0,35.0,8.0,4.7
Defacto Boy Hooded with Zipper Water Repellent Puffer Jacket,1.0,1.0,15.0,5.0
Aloe Eva Aloe Eva Strengthening Hair Ampoules With Aloe Vera (4 Ampoules * 15 Ml),118.0,85.0,28.0,4.3
Avuva Shower Gel Vanilla Coconut - 253 ML,157.0,100.0,36.0,4.5
ADIDAS IDAS VL Court 3.0 Shoes,4.0,2.0,47.0,4.6
"Lazord Granite Pans Set - 3 Pcs - Size 18, 20, 24 - Purple",1.0,823.0,19.0,4.3
Starville Face Mask - 10 Sheets for Radiant Skin,550.0,365.0,34.0,4.7
Carina Woman Off White Cotton Thin Strap Top,285.0,213.0,25.0,4.4
Luna Solar Gel Nail Polish - Hot Chilis No.1003 - 10 Ml,105.0,49.0,53.0,4.2
Defacto Baby Boy Regular Fit Crew Neck Waffle T-Shirt,449.0,305.0,32.0,5.0
Carina Soft Ribbed Bra - Black,285.0,213.0,25.0,4.3
Skechers Edgeride Sneakers - Mauve Turquoise,7.0,3.0,54.0,4.8
Defacto Carlo Skinny Fit Regular Waist Skinny Leg Jeans,,849.0,,
TOP CHEF Pot Size 18 Black - Durable Granite Cooking Pot,,925.0,,
ADIDAS Response Shoes,,3.0,,
"Testa Toro Q2 A Walking And Everyday Shoe Made With Mixed Materials, Featuring A Balanced Design And An Elevated Sole",699.0,519.0,26.0,4.1
Velveta Oxi Stain Remover – 700ml,131.0,88.0,33.0,4.3
Defacto Slim Fit Camisole Crew Neck Tank Top,,339.0,,
Defacto Regular Fit Poplin Plaid Long Sleeve Tunic,,756.0,,
Eva Sun & Sea Shimmer Tanning Oil SPF +15 (200 Ml),353.0,254.0,28.0,4.4
Eva Optimum Care Recipe Hydrating Blend Conditioner - Berries Scent 350ml,147.0,108.0,27.0,4.0
Testa Toro S1 Men's Elegant And Comfortable Sporty Shoes,659.0,469.0,29.0,4.9
Infinity Purifying Facial Scrub Menthol Crystal 150 gm,290.0,212.0,27.0,4.2
Defacto Sergio Regular Fit Regular Waist Straight Leg Jeans,1.0,1.0,15.0,4.7
Defacto Baby Girl Newborn Rainbow Printed Cotton Jumpsuit,599.0,449.0,25.0,5.0
ADIDAS ADIDAS CAMO WOVEN GRAPHIC T-SHIRT-BLACK,1.0,1.0,40.0,4.0
Infinity Gentle Cleansing Gel with Chamomile Extract 200ml,310.0,228.0,26.0,4.5
Carina Microfiber Wireless Bra - Fuchsia,195.0,136.0,30.0,4.6
Decathlon Nh100 Backpack - 10 L - Purple,,579.0,,
Reebok Identity Small 1/1 Pant - Black,3.0,1.0,51.0,4.3
Maybelline Lasting Fix Make-Up Matte Setting Spray - 100ml,675.0,499.0,26.0,4.5
L'Oreal Paris eal Paris Ambition Hyaluron Plump Ambition Lip Oil – Nude Macaron 650,680.0,459.0,33.0,3.0
Defacto Standard Fit Crew Neck Knitwear Pullover,599.0,509.0,15.0,2.5
Bobai Sunscreen Lotion for Kids SPF30 200 ml,280.0,205.0,27.0,3.3
Eva Eva Skin Care Senses Hand Scrub In The Clouds 50 Ml,83.0,60.0,28.0,5.0
Carina Woman Med. Beige Microfiber Sports Short Leggings,315.0,238.0,24.0,4.8
Superkids Roll On Pineapple Scent 30 ml,85.0,62.0,27.0,4.3
Sanita Thermal Oven Bags - Medium Size 25*38cm,56.0,39.0,30.0,4.6
Carina Pack Of 3 Colored Bikini Panties - Comfortable Everyday Underwear,315.0,182.0,42.0,4.5
Rivoli Shower Gel White - 500 Ml,91.0,62.0,32.0,4.5
Defacto Fall in Love Regular Fit Cotton Undershirt,299.0,254.0,15.0,5.0
Cybele Gel Gliding Brow Liner - No. 01 Dark Brown,280.0,199.0,29.0,4.1
Avuva Sweet Honey 100g - Natural Hair Removal Solution,35.0,23.0,35.0,4.3
Zik Air Freshener - Black Ice - 460ml,65.0,49.0,25.0,4.3
ADIDAS Climacool One Rep At A Time Training Graphic T-Shirt Training T-Shirts - Pink,2.0,1.0,41.0,5.0
ADIDAS Courtblock Shoes,4.0,2.0,44.0,1.0
Vebix Deodrant Cream Classic - 25 Ml,96.0,67.0,30.0,4.4
American Eagle High-Waisted Paperbag Pull-On Pant,,1.0,,
ADIDAS DBF14 Adilette Aqua K Swim Sandals/Slippers - Core Black,1.0,990.0,38.0,5.0
Frida Dishes 600 ml Lemon,60.0,36.0,40.0,4.3
Testa Toro Q4 Luxury Casual Shoe for Everyday Wear,712.0,689.0,3.0,4.1
Renol General Disinfectant – 250 ml,50.0,29.0,42.0,4.0
Carina Off White Viscose High Neck Sleeveless Top,335.0,255.0,24.0,4.6
underpad X-large 30 pads,670.0,469.0,30.0,4.4
Defacto Regular Fit Dik Yaka Uzun Kollu Gömlek,,799.0,,
Care & More Soft Cream Glycerin & Strawberry - 125 Ml,119.0,83.0,30.0,4.4
Defacto Girl Crop Short Sleeve Blouse,699.0,458.0,34.0,5.0
Trendyol White Oversize Fit Summer Short Sleeve Linen Look Shirt,,634.0,,
Cybele Exotic Lipstick - 14,200.0,144.0,28.0,3.3
Luna Oxygen Cream - 9% - Vol.30,25.0,19.0,24.0,4.3
ADIDAS IDAS Grand Court 2.0 Shoes,5.0,3.0,45.0,4.6
American Eagle AE High-Waisted Stovepipe Crop Pant,4.0,1.0,74.0,4.8
Carina  Cookies Bralette,175.0,126.0,28.0,3.4
ADIDAS IDAS Essentials Big Logo Cotton Leggings,1.0,1.0,40.0,5.0
Bobai Thermal Water 120 ml,250.0,185.0,26.0,4.7
Dosh Shower Gel White - 1L,134.0,89.0,34.0,4.5
Trendyol Trendyol Red Tie Detail Regular Regular Pattern Woven Shirt TWOAW25GO00067,2.0,506.0,75.0,5.0
CLOROX 5x1 Disinfecting Household Cleaner Lemon 3L,175.0,154.0,12.0,4.0
Rivoli Aud Shower Gel?- 1 Liter,163.0,112.0,31.0,4.5
Testa Toro X13 Luxury Shoe - Crafted with Formula Leather and Double-faced Tanned Leather,608.0,519.0,15.0,4.2
Eva Skin Care Natural Glow Lightening Cream for Sensitive Areas 50 gm,94.0,75.0,20.0,4.1
Luna Super lasting Lipstick 7/11 No L90,195.0,95.0,51.0,3.7
ADIDAS IDAS Men Golf Culture Graphic T-Shirt -Green,2.0,1.0,41.0,5.0
In Your Shoe City Limits Printed Oversized Tee,,521.0,,
Sherosa Sherosa Shampoo Keratin 350 Ml,81.0,58.0,28.0,3.8
Renol Hand Soap - Musk - 500 gm,65.0,35.0,46.0,4.0
Toshiba AW-DUK1300KUPEG(SK) - Washing Machine TL 13KG  UFB - Great Waves - DDM (Silver),20.0,17.0,15.0,5.0
Rapido Octane Booster and Petrol Treatment - 300ml,193.0,96.0,50.0,4.5
Defacto Standard Fit Polo Collar Knitwear Pullover,1.0,1.0,29.0,5.0
American Eagle AE Long-Sleeve Button-Up Shirt,3.0,1.0,64.0,4.8
Renol Hand Soap - Arabian perfume - 500gm,65.0,35.0,46.0,4.2
Freshdays Daily Comfort Scented Perfect Fit PantyLiners - 24 Pads,123.0,86.0,30.0,4.6
Argento Toner Argento Clear 200 Ml,259.0,137.0,47.0,4.1
Defacto Baby Boy Regular Fit Crew Neck Waffle T-Shirt,,305.0,,
Defacto Culotte High Waist Straight Leg Jeans,1.0,1.0,15.0,5.0
ADIDAS IDAS Run 70S 2.0 Shoes,4.0,2.0,45.0,4.1
Defacto Sergio Regular Fit Regular Waist Straight Leg Jeans,1.0,1.0,15.0,4.5
Care & More Facial Wash for Oily Skin with Aloe Vera 150 ml,96.0,54.0,44.0,3.7
Cybele Exotic Lipstick - 12,200.0,139.0,31.0,4.3
Decathlon RUN DRY Women's Running T-Shirt - White,509.0,349.0,31.0,4.0
Luna Solar Gel Nail Polish - Classic Chic no.1027 - 10 Ml,105.0,45.0,57.0,4.1
Bigen Bigen Hair Color - No.37,125.0,89.0,29.0,5.0
Eva Skin Care Evasiline Hand Scrub 50 Ml,83.0,60.0,28.0,4.1
Defacto %100 Pamuk Slım Fıt Fıtilli Kaşkorse Tişört,,427.0,,
Defacto Leggings,599.0,501.0,16.0,5.0
Lazord Granite Frying Pan Size 22 Cm Black,374.0,304.0,19.0,3.9
Defacto Slim Fit Basic Camisole Round Collar Tank Top,399.0,299.0,25.0,4.0
Defacto cto Boys Oversize Fit Knitted Short Sleeve T-Shirt,699.0,280.0,60.0,4.5
American Eagle Super Soft Icon V-Neck T-Shirt.,1.0,420.0,74.0,4.5
ADIDAS Barreda Decode Shoes Kids,3.0,2.0,44.0,4.5
American Eagle AE Branded Graphic T-Shirt,,800.0,,
ADIDAS Hoops 4.0 Shoes,4.0,2.0,45.0,5.0
"Testa Toro M2 Men’s Retro Lock Sneaker – Ventilated Synthetic Upper, Cushioned Comfort, Low Profile Design",699.0,629.0,10.0,4.4
"NIVEA MEN Shaving Gel with Fresh & Cool Mint Extracts, 200ml",300.0,259.0,14.0,4.5
Eva Eva Advanced Care Clinic Forever Long Lengthening Shampoo For Damaged Hair 230 Ml,177.0,140.0,21.0,3.7
Clary Hair Mist 200 ml,200.0,149.0,26.0,3.9
Eva Skin Care Moisturizing Shower Cream Enriched With Milk Proteins Passion 250 Ml,118.0,85.0,28.0,4.5
ADIDAS IDAS Ultrarun 5 W Running Shoes,6.0,3.0,46.0,5.0
Avuva Pomegranate Body Bundle – 253ml – 2 PCs,343.0,218.0,36.0,4.0
"Sunsilk Collagen Blends sulfate free Super Conditioner, Out with Damage, with Collagen & Niacinamide, for hair nourishment & repair, 170ml",170.0,95.0,44.0,4.4
ADIDAS Modern Essentials Graphic T-Shirt,,1.0,,
HOHO Wall Fan 18 Inches HW1801,1.0,899.0,28.0,3.9
CLOROX Clorox Liquid Bleach 3.79L,96.0,88.0,8.0,4.6
ADIDAS Response Runner Shoes  JR8058,2.0,2.0,20.0,4.7
Trendyol Blue Regular Fit Jeans Denim Trousers TMNAW22JE0059,,700.0,,
"Testa Toro M2 Men’s Retro Lock Sneaker – Ventilated Synthetic Upper, Cushioned Comfort, Low Profile Design",699.0,629.0,10.0,3.9
Eva Skin Care Heel Cream Tropical 60 Ml,83.0,59.0,29.0,4.3
Defacto Woman Basic 3 piece Cotton Babet Socks,,130.0,,
Decathlon Men's Fitness Jogging Bottoms 100 - Black,,819.0,,
NIVEA SUN After Sun Moisturizing Lotion - Aloe Vera & Avocado Oil - 200ml,650.0,299.0,54.0,3.9
Eva Skin Care Cream With Yoghurt And Cucumber For Oily Skin 170 Gm,71.0,54.0,24.0,4.0
Sanita Garbage Bags 70x60 - 35 Bags,155.0,105.0,32.0,4.0
Frida Oriental Liquid Hand Wash - 520 gm,78.0,50.0,36.0,4.5
Maxell Waves Spray AirFreshener - Anti-Tobacco - 475ml,104.0,70.0,33.0,4.3
Carina Woman White Viscose High Neck Long Sleeves Top,435.0,340.0,22.0,4.3
CLOROX Multipurpose Cleaner 1L,40.0,35.0,13.0,4.4
Kiddy Small Baby Diapers 2 - 64 Pcs,427.0,260.0,39.0,4.1
Kamill Sensitive Skin Moisturizing Cream – 50 ml,51.0,36.0,29.0,3.9
Decathlon Kids' Football Shorts Essential - Black,,399.0,,
Carina Woman Black Cotton Thin Strap Top,285.0,213.0,25.0,4.1
Avuva Floral Cold Wax Hair Removal – 228gm,121.0,77.0,37.0,4.6
Aloe Eva Hair Styling Cream with Aloe Vera 45gm,41.0,33.0,20.0,3.7
American Eagle 24/7 Good Vibes Cargo Jogger,4.0,1.0,70.0,4.7
Eva Skin Care Cream with Honey for Normal Skin 50g,36.0,26.0,28.0,4.4
Defacto Straight Fit Regular Hem Trousers,1.0,1.0,38.0,5.0
Trendyol Navy Blue Oversize Wide Fit Woven Shirt TWOAW24GO00054,1.0,494.0,75.0,5.0
Carina Women's Medium Beige Cotton Round Neck Basic T-Shirt,385.0,298.0,23.0,4.3
ADIDAS ADIDAS Men Predator History Graphic T-Shirt -Black,2.0,1.0,41.0,5.0
Btc  20g Silver Ingot- Egypt in All Language,,3.0,,
Cybele Matic Eyeliner Pencil - No. 02 Grey,250.0,174.0,30.0,4.1
Lapis Granite Suate Pan With Glass Lid Size 26 Cm Black,977.0,795.0,19.0,4.8
Nike Jordan 1 Mid Se Sneakers – Men’s High-Top Athletic Footwear,15.0,6.0,55.0,4.2
Trendyol Black Strapless Collar Detailed Woven Blouse,1.0,471.0,75.0,3.0
Defacto Modern Fit Shirt,799.0,684.0,14.0,4.0
LC Waikiki Waikiki High Waist Slim Fit Straight Gabardine Women's Trousers,650.0,313.0,52.0,4.6
Defacto Regular Fit Hooded Zippered Fleece Lined Waterproof Jacket,2.0,1.0,37.0,5.0
Avuva Passion Fruit Body Butter – 192 ML,243.0,155.0,36.0,4.4
American Eagle Poolside Tropical Button-Up Shirt,3.0,700.0,79.0,4.8
Divatoll Disinfectant Liquid Cleaner Spray – Apple Scent – 700ml,146.0,72.0,51.0,4.7
Defacto Boxy Fit Crew Neck Textured Short Sleeve T-Shirt,,509.0,,
Sanita Premium Cling Film Paper Food Wraps - 30m * 30cm,93.0,56.0,40.0,4.3
ADIDAS IDAS Vl Court 3.0 Shoes,,3.0,,
Carina Cookies Brief Seamless Panty,215.0,162.0,25.0,5.0
White Flexi Sterilized Tissues - 400 Tissues Medium - 3 Ply - Pack Of 3,121.0,79.0,35.0,4.3
Molped Molped Total Protection Maxi Thick Pads - 18 Pads + 6 Free - Long,129.0,87.0,33.0,4.2
Defacto A Cut Shirt Collar Poplin Batwing Dress,999.0,856.0,14.0,1.0
Carina Woman White Viscose High Neck Sleeveless Top,335.0,255.0,24.0,3.8
Sherosa Shampoo Silk Protein 350 Ml,81.0,58.0,28.0,4.1
Defacto Women 3 Pack Cotton Booties Socks,249.0,213.0,14.0,4.0
American Eagle Next Level Low-Rise Kick Bootcut Jean,4.0,1.0,63.0,5.0
Reebok Lite Plus 4 Sneakers - Beige,7.0,3.0,54.0,5.0
Carina Pack Of 5 Colored Full Brief Panties,585.0,413.0,29.0,5.0
Private Super Maxi Pocket Feminine Pad - 9 Pads,52.0,32.0,38.0,4.3
Velveta Oxygen Power Gel 1.5kg - Effective Laundry Detergent Gel for Stains,235.0,157.0,33.0,4.2
American Eagle Denim X Kick Bootcut Pant,3.0,990.0,70.0,4.8
TOP CHEF Oven Tray Size 30 Black,,850.0,,
Defacto Slim Fit Camisole U Collar Tank Top,399.0,254.0,36.0,3.7
Defacto Regular Fit Crew Neck Short Sleeve T-Shirt,399.0,324.0,19.0,4.0
Maxell Floor Cleaner - Green Valleys Scent - 1 Liter,101.0,50.0,50.0,4.2
Starville Stick Light Pink 60 ML,350.0,229.0,35.0,3.5
Sanita Scented Lemon Trash Bags - 65x50 - 25 Bags,99.0,69.0,30.0,4.3
Romance 80 Sheet Kitchen Towel (6+2) Rolls,124.0,87.0,30.0,4.1
Luna Lip Liner Pencil No.34 - Define Your Lips with Precision,145.0,69.0,52.0,4.0
ADIDAS Vl Court 3.0 Shoes Sportswear Shoes - Green,4.0,2.0,47.0,5.0
Luna Extreme HD Foundation No 74,209.0,89.0,57.0,3.7
Toshiba Refrigerator 338L GR-RT468WE-PMN(57) Origin Inverter - Silver,,19.0,,
Defacto Regular Hem Chino Pants,1.0,849.0,35.0,4.3
Kiriazi 8900 Stainless Steel Gas Cooker - 5 Burners,16.0,15.0,9.0,4.7
Cybele Desire Lipstick Pencil - No. 05 Cranberry,250.0,155.0,38.0,4.6
ADIDAS VL Court 3.0 Skateboarding Shoes Kids,,1.0,,
Desert Unisex Kids Casual Sneakers - Velcro Closure,649.0,269.0,59.0,4.0
ADIDAS IF1406 Deportivo III Flexible Ground Boots Soccer Shoes - Black,2.0,1.0,53.0,4.8
Bigen Bigen Hair Color - No.59,125.0,89.0,29.0,4.3
Defacto Sergio Regular Fit Regular Waist Straight Leg Jeans,1.0,999.0,23.0,4.5
ADIDAS IDAS Core Allover Print Polo Shirt,3.0,2.0,44.0,5.0
ADIDAS ADIDAS Train Essentials Training Feelready 7/8 Pants,,2.0,,
"NIVEA MEN MEN Face, Body & Hands Cream Moisturising, Tin 75ml",200.0,169.0,15.0,4.4
American Eagle Bestie Long-Sleeve Button-Up Shirt,3.0,1.0,64.0,5.0
Carina Pack Of 3 Girly Brief Panties,295.0,169.0,43.0,5.0
Reebok Glide Ripple Shoes - Black,8.0,3.0,54.0,3.8
Defacto Ribbed 3 Piece Panties,399.0,341.0,15.0,5.0
Defacto Regular Fit Hooded Zipper Puffer Vest,,2.0,,
Vebix Aspire Deodorant Roll-On – 50ml,66.0,46.0,30.0,4.1
Velveta Automatic Oxi Laundry Detergent Gel – 500ml,83.0,46.0,45.0,4.0
Carina Woman White Microfiber Strapless Tube Top,235.0,170.0,28.0,4.4
American Eagle Super Soft Icon Graphic Crew Neck,3.0,1.0,70.0,4.3
Eva Smokers Cleansing Tooth Powder with Miswak - 40 gm,59.0,43.0,27.0,3.9
American Eagle AE Sunchaser Knit High-Waisted Pant,3.0,800.0,79.0,5.0
Luna Nail Polish Lacquer From Luna 10ml - No. 632,80.0,39.0,51.0,4.5
Private Maxi CLASSIC Pads - 9 Pcs,46.0,32.0,30.0,4.1
Defacto Standard Fit Crew Neck Knitwear Pullover,999.0,721.0,28.0,5.0
ADIDAS ADIDAS CAMO WOVEN GRAPHIC T-SHIRT-OLISTR,1.0,1.0,40.0,5.0
Defacto Boxy Fit Crew Neck Short Sleeve T-Shirt,,674.0,,
Carina Microfiber Wireless Bra - White,195.0,136.0,30.0,4.3
Avuva Passion Fruit Cold Wax Hair Removal – 228gm,121.0,90.0,26.0,3.9
Zik Air Freshener 460 ml - Musk,65.0,39.0,40.0,3.4
Avuva Shower Gel Cherry Blossom 253 ML,157.0,100.0,36.0,4.1
Cybele Highlighter Powder 01,280.0,199.0,29.0,4.8
American Eagle Stretch High-Waisted Stovepipe Pant,3.0,1.0,61.0,5.0
Defacto Regular Fit Crew Neck T-Shirt,,381.0,,
Clorel 2x1 Lavender Scented Bleach - 4kg,120.0,80.0,33.0,4.5
ADIDAS IDAS Own The Run Shorts Running Shorts - Black,,1.0,,
American Eagle Pique Polo Shirt,2.0,1.0,30.0,3.7
ADIDAS IDAS HOOPS 3.0 BOLD SHOES-FTWWHT/CBLACK/CBLACK,,3.0,,
Reebok Energen Tech Shoes-Low - Multi Color,7.0,3.0,54.0,4.8
American Eagle AE Stretch Barrel Jean,4.0,1.0,65.0,5.0
Defacto Super Skinny Hem Gabardine Chino Pants,999.0,722.0,28.0,5.0
Carina Elasticated Detachable Sleeves - Versatile Hijabi Accessory,135.0,85.0,37.0,4.6
Divatoll Disinfectant Liquid Cleaner Spray – Pine Scent – 700ml,146.0,72.0,51.0,4.7
L'Oreal Paris eal Paris Brilliant Signature Plump in Gloss Shine Plumping & Hydrating Lips - 406 Amplify,725.0,489.0,33.0,4.3
Testa Toro Q1 Luxury Casual Shoe - Fresh Design Concept,850.0,689.0,19.0,3.4
Trendyol Camel Front Zipper Detailed Regular Fit Shirt,,492.0,,
Decathlon Microfibre Pool Towel Size XL 110 x 175 cm - Pink,1.0,829.0,28.0,5.0
Nike W Revolution 7 Womens Footwear,7.0,3.0,54.0,5.0
Rapido Rapido Car Screen Cleaner - 300ml,56.0,33.0,41.0,4.0
Starville Acne Prone Skin Lotion 230 ml,325.0,210.0,35.0,4.8
Carina Woman Black Cotton Short Legging - Comfortable Everyday Wear,295.0,221.0,25.0,4.7
Grouhy 32 Inch HD Smart LED TV Frameless With Built-in Receiver - GLD32SDV2.,7.0,5.0,24.0,4.0
Desert Women's Fashion Sneakers – Stylish Basic Design,679.0,289.0,57.0,4.3
ADIDAS ESSENTIALS SMALL LOGO COTTON T-SHIRT-WONALU/WHITE,1.0,987.0,38.0,4.0
ADIDAS IDAS 3-Stripes Polo Shirt,3.0,2.0,44.0,5.0
American Eagle Puff Sleeve Smocked Jumpsuit,,1.0,,
Defacto Jogger Regular Hem Trousers,,849.0,,
Defacto Loose Fit Knitwear Tunic,1.0,1.0,15.0,5.0
Defacto Girl Standard Fit Basic Elastic Waist Jogger Sweatpants,,424.0,,
Samsung Galaxy A56 Dual SIM 5G 128GB/8GB 6.7 inches Mobile phone - Black,22.0,20.0,9.0,5.0
ADIDAS Cloudfoam Move Sock Shoes,3.0,2.0,44.0,3.8
